PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,CabinNum,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_S
0709_03,23.0,0.0,0.0,0.0,0.0,0.0,True,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True
0710_01,23.0,1695.0,0.0,0.0,31.0,349.0,False,42,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0712_01,20.0,457.0,0.0,170.0,1132.0,0.0,False,150,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0712_02,2.0,0.0,0.0,0.0,0.0,0.0,True,150,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0713_01,26.0,1577.0,2.0,0.0,30.0,0.0,False,50,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0714_01,38.0,0.0,0.0,0.0,0.0,0.0,True,109,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0714_02,1.0,0.0,0.0,0.0,0.0,0.0,False,109,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0714_03,12.0,0.0,0.0,0.0,0.0,0.0,True,109,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0714_04,2.0,0.0,0.0,0.0,0.0,0.0,False,109,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0714_05,25.0,0.0,0.0,0.0,0.0,0.0,False,109,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0714_06,1.0,0.0,0.0,0.0,0.0,0.0,True,109,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0714_07,0.0,0.0,0.0,0.0,0.0,0.0,True,109,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0715_01,54.0,0.0,0.0,0.0,0.0,0.0,True,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0718_01,21.0,521.0,0.0,4.0,261.0,1.0,False,43,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0719_01,19.0,0.0,0.0,0.0,0.0,0.0,False,44,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0724_01,24.0,0.0,23.0,0.0,184.0,2566.0,False,132,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0726_01,20.0,0.0,0.0,0.0,0.0,0.0,False,111,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0727_01,23.0,139.0,0.0,1.0,152.0,354.0,True,133,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0728_01,29.0,0.0,0.0,2.0,786.0,594.0,True,134,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0729_01,14.0,7.0,781.0,0.0,0.0,0.0,True,53,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0732_01,19.0,0.0,714.0,2.0,0.0,0.0,False,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0733_01,23.0,0.0,38.0,88.0,4.0,561.0,False,153,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0734_01,62.0,712.0,2.0,322.0,0.0,517.0,False,154,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0736_01,23.0,0.0,0.0,484.0,188.0,0.0,False,156,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0737_01,65.0,0.0,835.0,0.0,38.0,0.0,False,28,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0738_01,47.0,0.0,0.0,0.0,0.0,0.0,True,157,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0740_01,67.0,76.0,16.0,0.0,2247.0,1166.0,False,24,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0740_02,14.0,0.0,0.0,0.0,0.0,0.0,True,24,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0740_03,41.0,3594.0,3425.0,0.0,0.0,58.0,False,24,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0743_01,14.0,0.0,0.0,0.0,0.0,0.0,True,111,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0746_01,19.0,0.0,0.0,0.0,0.0,0.0,False,112,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0750_01,22.0,15.0,142.0,0.0,41.0,493.0,False,140,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0753_01,34.0,0.0,0.0,0.0,0.0,0.0,True,4,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0753_02,65.0,19.0,1344.0,4.0,3190.0,8.0,False,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0753_03,42.0,0.0,0.0,0.0,0.0,0.0,True,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True
0754_01,22.0,0.0,0.0,0.0,0.0,0.0,True,31,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0756_01,54.0,0.0,0.0,0.0,0.0,0.0,True,27,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0756_02,34.0,47.0,287.0,0.0,4302.0,0.0,False,27,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0756_03,27.0,0.0,0.0,0.0,0.0,0.0,True,27,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0757_01,67.0,1.0,0.0,5.0,1022.0,151.0,False,33,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0761_01,33.0,0.0,3879.0,0.0,48.0,67.0,True,26,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0762_01,30.0,0.0,0.0,0.0,0.0,0.0,False,114,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0764_01,22.0,0.0,0.0,0.0,0.0,0.0,False,115,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0765_01,35.0,1248.0,0.0,55.0,12.0,0.0,True,142,False,True,False,True,False,False,False,False,False,False,True,False,False,True
0765_02,23.0,755.0,0.0,121.0,0.0,0.0,False,142,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0767_01,49.0,0.0,6.0,679.0,15.0,187.0,False,116,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0768_01,36.0,29.0,12180.0,0.0,93.0,17306.0,False,32,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0768_02,31.0,0.0,0.0,0.0,0.0,0.0,True,32,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0769_01,54.0,0.0,0.0,0.0,0.0,0.0,True,28,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0770_01,0.0,0.0,0.0,0.0,0.0,0.0,False,117,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0770_02,27.0,0.0,715.0,0.0,170.0,0.0,False,117,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0770_03,54.0,0.0,0.0,0.0,0.0,0.0,False,117,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0770_04,10.0,0.0,0.0,0.0,0.0,0.0,False,117,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0770_05,0.0,0.0,0.0,0.0,0.0,0.0,True,117,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0770_06,7.0,0.0,0.0,0.0,0.0,0.0,True,117,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0771_01,25.0,0.0,0.0,0.0,0.0,0.0,False,112,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0772_01,37.0,0.0,16.0,325.0,4476.0,1359.0,False,56,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0772_02,15.0,0.0,0.0,0.0,0.0,0.0,True,56,True,False,True,False,False,False,False,False,False,True,False,False,False,True
0772_03,26.0,0.0,0.0,0.0,0.0,0.0,True,56,False,False,True,False,True,False,False,False,False,True,False,False,False,True
0772_04,7.0,0.0,0.0,0.0,0.0,0.0,True,56,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0773_01,30.0,558.0,4.0,0.0,175.0,0.0,False,143,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0776_01,19.0,0.0,2.0,1399.0,0.0,18.0,True,161,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0777_01,30.0,0.0,3004.0,0.0,1018.0,0.0,False,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0779_01,21.0,562.0,2.0,0.0,0.0,11.0,False,162,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0781_01,21.0,14.0,33.0,0.0,3.0,467.0,False,118,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0782_01,59.0,0.0,0.0,0.0,0.0,0.0,True,163,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0784_01,28.0,0.0,0.0,0.0,0.0,0.0,True,33,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0785_01,32.0,713.0,0.0,2.0,0.0,1.0,False,165,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0786_01,19.0,0.0,0.0,0.0,0.0,0.0,True,113,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0787_01,7.0,0.0,0.0,0.0,0.0,0.0,False,114,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0788_01,16.0,797.0,0.0,0.0,0.0,0.0,False,166,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0789_01,31.0,0.0,166.0,4.0,2177.0,342.0,False,8,True,False,False,False,True,True,False,False,False,False,False,False,False,True
0789_02,30.0,0.0,142.0,870.0,89.0,3497.0,False,8,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0789_03,26.0,0.0,0.0,0.0,0.0,0.0,True,8,True,False,True,False,True,False,False,False,False,False,False,False,False,True
0790_01,20.0,0.0,0.0,0.0,0.0,0.0,True,119,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0791_01,24.0,0.0,0.0,0.0,0.0,0.0,False,115,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0793_01,39.0,0.0,0.0,0.0,7.0,766.0,False,117,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0794_01,19.0,0.0,0.0,0.0,0.0,0.0,True,144,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0794_02,27.0,0.0,0.0,0.0,0.0,0.0,True,144,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0795_01,34.0,0.0,0.0,0.0,874.0,0.0,False,145,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0796_01,28.0,0.0,0.0,0.0,0.0,0.0,True,28,True,False,True,False,False,False,False,False,True,False,False,False,False,True
0797_01,29.0,0.0,0.0,0.0,0.0,645.0,False,146,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0798_01,38.0,0.0,0.0,0.0,0.0,0.0,True,147,False,True,True,True,False,False,False,False,False,False,True,False,False,True
0799_01,27.0,0.0,3462.0,5.0,1590.0,4.0,False,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0802_01,1.0,0.0,0.0,0.0,0.0,0.0,True,148,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0805_01,36.0,0.0,13248.0,100.0,1953.0,1.0,True,29,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0806_01,31.0,183.0,0.0,32.0,0.0,1171.0,False,149,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0806_02,1.0,0.0,0.0,0.0,0.0,0.0,True,120,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0808_01,31.0,159.0,110.0,701.0,0.0,10.0,False,57,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0809_01,10.0,0.0,0.0,0.0,0.0,0.0,True,151,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0809_02,27.0,1227.0,42.0,1.0,0.0,0.0,False,151,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0809_03,42.0,836.0,0.0,51.0,304.0,0.0,False,151,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0809_04,0.0,0.0,0.0,0.0,0.0,0.0,True,151,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0811_01,41.0,1209.0,0.0,0.0,0.0,833.0,False,152,False,True,False,True,False,False,False,False,False,False,True,False,False,True
0811_02,0.0,0.0,0.0,0.0,0.0,0.0,True,152,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0811_03,0.0,0.0,0.0,0.0,0.0,0.0,True,152,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0813_01,59.0,0.0,0.0,0.0,0.0,0.0,True,169,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0815_01,13.0,2.0,1.0,30.0,0.0,0.0,False,59,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0816_01,24.0,0.0,284.0,0.0,4614.0,438.0,False,60,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0817_01,20.0,0.0,0.0,0.0,0.0,0.0,False,119,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0818_01,71.0,0.0,0.0,0.0,0.0,0.0,True,29,True,False,False,False,True,True,True,False,False,False,False,False,False,True
0819_01,23.0,0.0,0.0,0.0,0.0,0.0,True,121,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0820_01,15.0,0.0,59.0,714.0,0.0,3.0,True,154,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0820_02,18.0,751.0,0.0,0.0,0.0,0.0,False,122,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0822_01,19.0,0.0,561.0,10.0,0.0,161.0,True,156,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0823_01,4.0,0.0,0.0,0.0,0.0,0.0,True,123,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0823_02,42.0,0.0,0.0,739.0,0.0,0.0,True,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0824_01,51.0,815.0,0.0,343.0,55.0,0.0,False,158,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0825_01,13.0,0.0,0.0,0.0,0.0,0.0,True,120,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0826_01,27.0,174.0,653.0,0.0,0.0,0.0,True,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0828_01,42.0,786.0,0.0,22.0,59.0,0.0,False,159,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0828_02,41.0,324.0,2.0,0.0,7.0,26.0,True,159,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0829_01,21.0,15.0,0.0,2695.0,2.0,0.0,True,170,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0830_01,31.0,14.0,5.0,0.0,795.0,0.0,True,171,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0833_01,36.0,0.0,0.0,0.0,0.0,0.0,True,0,True,False,True,False,False,False,False,False,False,False,True,False,False,True
0834_01,31.0,0.0,0.0,0.0,838.0,27.0,False,173,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0835_01,14.0,77.0,0.0,9.0,424.0,166.0,False,124,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0836_01,32.0,494.0,701.0,71.0,0.0,0.0,False,160,False,True,False,True,False,True,False,False,False,False,True,False,False,True
0839_01,32.0,0.0,179.0,0.0,0.0,5152.0,False,30,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0840_01,27.0,663.0,1111.0,0.0,0.0,2.0,False,123,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0845_01,57.0,2651.0,2956.0,0.0,266.0,1300.0,False,31,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0846_01,13.0,0.0,0.0,0.0,0.0,0.0,False,125,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0848_01,30.0,0.0,0.0,0.0,0.0,0.0,True,175,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0848_02,14.0,0.0,0.0,0.0,0.0,0.0,True,175,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0849_01,27.0,0.0,0.0,0.0,0.0,0.0,True,32,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0849_02,32.0,0.0,0.0,0.0,0.0,0.0,True,32,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0850_01,54.0,0.0,0.0,0.0,0.0,0.0,True,62,False,True,True,False,True,False,False,False,False,True,False,False,False,True
0851_01,23.0,217.0,378.0,19.0,1.0,12.0,False,176,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0853_01,38.0,0.0,0.0,0.0,0.0,0.0,True,9,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0859_01,32.0,0.0,0.0,0.0,0.0,0.0,True,127,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0860_01,24.0,34.0,7.0,320.0,0.0,427.0,False,48,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0863_01,36.0,0.0,0.0,0.0,0.0,0.0,False,129,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0863_02,11.0,0.0,0.0,0.0,0.0,0.0,False,129,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0863_03,6.0,0.0,0.0,0.0,0.0,0.0,False,129,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0865_01,36.0,0.0,0.0,0.0,0.0,0.0,True,35,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0865_02,22.0,0.0,0.0,0.0,0.0,0.0,True,35,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0867_01,27.0,2.0,850.0,18.0,2.0,0.0,False,163,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0868_01,37.0,0.0,0.0,0.0,0.0,0.0,True,130,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0869_01,55.0,280.0,0.0,444.0,0.0,0.0,False,164,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0870_01,27.0,112.0,473.0,0.0,92.0,0.0,False,126,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0871_01,20.0,2.0,4754.0,0.0,246.0,31.0,True,10,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0873_01,16.0,0.0,0.0,32.0,2529.0,92.0,False,180,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0874_01,19.0,0.0,162.0,540.0,0.0,0.0,False,165,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0875_01,38.0,0.0,0.0,0.0,0.0,0.0,False,131,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0876_01,35.0,12.0,687.0,46.0,2.0,0.0,False,166,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0877_01,33.0,0.0,0.0,0.0,0.0,0.0,True,30,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0878_01,37.0,381.0,0.0,3.0,447.0,0.0,False,31,False,True,False,True,False,True,False,False,True,False,False,False,False,True
0879_01,46.0,784.0,0.0,0.0,0.0,4.0,False,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0881_01,41.0,3103.0,3.0,0.0,31.0,26.0,False,32,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0883_01,13.0,875.0,5.0,10.0,18.0,0.0,False,127,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0885_01,31.0,0.0,0.0,0.0,0.0,0.0,False,133,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0885_02,52.0,0.0,0.0,0.0,0.0,0.0,True,133,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0889_01,48.0,0.0,0.0,0.0,0.0,0.0,False,32,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0889_02,27.0,1.0,12804.0,0.0,10.0,52.0,True,32,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0890_01,16.0,172.0,0.0,338.0,9.0,0.0,False,184,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0893_01,32.0,0.0,0.0,0.0,0.0,0.0,True,129,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0898_01,25.0,0.0,0.0,0.0,0.0,0.0,False,134,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0899_01,26.0,0.0,0.0,716.0,0.0,1.0,True,187,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0899_02,44.0,0.0,0.0,0.0,0.0,0.0,False,130,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0901_01,32.0,47.0,0.0,2552.0,0.0,0.0,True,167,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0902_01,18.0,200.0,124.0,0.0,413.0,0.0,True,188,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0903_01,23.0,0.0,0.0,0.0,0.0,0.0,False,135,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0904_01,44.0,0.0,2792.0,0.0,148.0,1043.0,False,33,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0905_01,29.0,4.0,0.0,421.0,435.0,19.0,False,38,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0906_01,19.0,0.0,388.0,469.0,0.0,0.0,True,168,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0907_01,41.0,0.0,5738.0,7.0,9038.0,28.0,False,34,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0907_02,28.0,0.0,1736.0,0.0,145.0,634.0,False,34,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0910_01,19.0,0.0,0.0,0.0,0.0,0.0,True,137,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0911_01,32.0,2492.0,0.0,0.0,136.0,4.0,False,189,False,True,False,False,True,True,False,False,False,False,True,False,False,False
0911_02,74.0,853.0,0.0,543.0,31.0,0.0,True,189,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0912_01,31.0,0.0,7461.0,0.0,369.0,450.0,True,37,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0913_01,38.0,0.0,172.0,0.0,5907.0,34.0,False,51,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0915_01,20.0,157.0,0.0,0.0,544.0,3.0,False,138,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0918_01,24.0,47.0,0.0,10.0,139.0,1406.0,False,66,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0919_01,26.0,18.0,84.0,93.0,886.0,289.0,False,190,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0921_01,44.0,0.0,0.0,0.0,0.0,0.0,False,139,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0922_01,33.0,0.0,0.0,0.0,0.0,0.0,True,35,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0922_02,31.0,0.0,1095.0,0.0,169.0,1226.0,False,35,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0923_01,27.0,0.0,7767.0,0.0,15.0,2453.0,True,38,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0923_02,22.0,0.0,0.0,0.0,0.0,0.0,True,38,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0924_01,33.0,13.0,0.0,984.0,0.0,0.0,False,67,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0925_01,34.0,379.0,0.0,1626.0,0.0,0.0,False,191,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0925_02,11.0,0.0,0.0,0.0,0.0,0.0,True,191,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0925_03,41.0,0.0,0.0,0.0,0.0,0.0,True,191,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0926_01,30.0,0.0,7992.0,0.0,507.0,25.0,True,39,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0926_02,30.0,0.0,760.0,234.0,2761.0,81.0,False,39,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0927_01,25.0,0.0,0.0,699.0,43.0,22.0,False,140,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0928_01,31.0,0.0,0.0,0.0,0.0,0.0,True,133,False,False,True,True,False,False,False,False,False,False,False,True,False,False
0930_01,38.0,646.0,0.0,0.0,135.0,260.0,False,192,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0930_02,15.0,0.0,0.0,0.0,0.0,0.0,True,134,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0931_01,19.0,0.0,0.0,115.0,126.0,491.0,True,193,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0932_01,29.0,0.0,0.0,0.0,0.0,0.0,True,0,False,True,True,False,True,False,False,False,False,False,True,False,False,True
0933_01,30.0,14.0,12045.0,0.0,2121.0,0.0,True,35,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0933_02,29.0,0.0,1127.0,0.0,1867.0,1070.0,False,35,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0935_01,36.0,0.0,11.0,0.0,18.0,872.0,False,194,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0938_01,24.0,174.0,0.0,0.0,630.0,0.0,False,172,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0938_02,30.0,0.0,0.0,871.0,0.0,0.0,True,68,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0938_03,0.0,0.0,0.0,0.0,0.0,0.0,True,143,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0939_01,15.0,0.0,0.0,0.0,0.0,0.0,True,135,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0940_01,38.0,55.0,741.0,0.0,0.0,13.0,True,136,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0941_01,13.0,0.0,7.0,0.0,1175.0,0.0,False,195,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0942_01,18.0,594.0,0.0,555.0,0.0,0.0,False,196,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0944_01,16.0,891.0,0.0,831.0,0.0,0.0,False,137,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0944_02,8.0,0.0,0.0,0.0,0.0,0.0,False,137,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0946_01,19.0,72.0,5.0,0.0,342.0,188.0,True,198,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0947_01,26.0,0.0,474.0,0.0,0.0,201.0,False,138,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0949_01,15.0,0.0,0.0,0.0,0.0,0.0,True,140,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0951_01,38.0,0.0,0.0,0.0,0.0,0.0,True,144,False,False,True,True,False,False,False,False,False,False,False,True,False,True
0952_01,45.0,877.0,0.0,1383.0,0.0,0.0,False,175,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0953_01,48.0,0.0,306.0,3.0,0.0,359.0,False,199,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0955_01,17.0,0.0,0.0,0.0,0.0,0.0,False,145,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0956_01,28.0,0.0,631.0,0.0,5.0,0.0,True,70,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0957_01,41.0,0.0,0.0,0.0,0.0,0.0,True,201,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0960_01,19.0,3.0,0.0,0.0,0.0,788.0,False,72,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0961_01,14.0,0.0,885.0,8.0,0.0,0.0,True,141,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0964_01,21.0,0.0,0.0,0.0,0.0,0.0,True,36,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0964_02,48.0,0.0,0.0,0.0,0.0,0.0,True,36,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0965_01,19.0,631.0,0.0,834.0,304.0,0.0,False,178,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0966_01,29.0,1377.0,0.0,0.0,167.0,0.0,False,179,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0968_01,20.0,792.0,0.0,0.0,0.0,0.0,False,53,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0969_01,44.0,0.0,0.0,0.0,0.0,0.0,True,202,False,True,True,False,True,False,False,False,False,False,True,False,False,False
0970_01,19.0,0.0,0.0,0.0,0.0,0.0,True,142,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0971_01,64.0,0.0,0.0,0.0,0.0,0.0,False,143,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0972_01,21.0,0.0,314.0,323.0,1026.0,6.0,False,54,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0975_01,32.0,58.0,317.0,448.0,3.0,0.0,True,56,False,False,False,False,False,False,False,False,False,True,False,False,False,False
